"year";"month";"P_PRODUCTION";"fleet_segment"
"2008";"Oct";0.0897925655542979;"HRV_PS_VL_1824"
"2008";"Nov";0.124398343435211;"HRV_PS_VL_1824"
"2008";"Dec";0.139042752637353;"HRV_PS_VL_1824"
"2009";"Jan";0.0808662156738976;"HRV_PS_VL_1824"
"2009";"Feb";0.0941070236008897;"HRV_PS_VL_1824"
"2009";"Mar";0.0719382574139505;"HRV_PS_VL_1824"
"2009";"Apr";0.0851849266457529;"HRV_PS_VL_1824"
"2009";"May";0.0843728625290319;"HRV_PS_VL_1824"
"2009";"Jun";0.0784857235705329;"HRV_PS_VL_1824"
"2009";"Jul";0.0870783526068945;"HRV_PS_VL_1824"
"2009";"Aug";0.2110333595946;"HRV_PS_VL_1824"
"2009";"Sep";0.0925027310483767;"HRV_PS_VL_1824"
"2009";"Oct";0.0930712575012776;"HRV_PS_VL_1824"
"2009";"Nov";0.086947092782997;"HRV_PS_VL_1824"
"2009";"Dec";0.111195090829018;"HRV_PS_VL_1824"
"2010";"Jan";0.0675778588208617;"HRV_PS_VL_1824"
"2010";"Feb";0.0847842931493749;"HRV_PS_VL_1824"
"2010";"Mar";0.0659580007161274;"HRV_PS_VL_1824"
"2010";"Apr";0.0717670018757956;"HRV_PS_VL_1824"
"2010";"May";0.0736293484941476;"HRV_PS_VL_1824"
"2010";"Jun";0.0779769454064565;"HRV_PS_VL_1824"
"2010";"Jul";0.0728577828627616;"HRV_PS_VL_1824"
"2010";"Aug";0.214789125222885;"HRV_PS_VL_1824"
"2010";"Sep";0.0814838488395711;"HRV_PS_VL_1824"
"2010";"Oct";0.084783137768899;"HRV_PS_VL_1824"
"2010";"Nov";0.0752629564641067;"HRV_PS_VL_1824"
"2010";"Dec";0.0980134363632665;"HRV_PS_VL_1824"
"2011";"Jan";0.115861449264837;"HRV_PS_VL_1824"
"2011";"Feb";0.141287651629023;"HRV_PS_VL_1824"
"2011";"Mar";0.144675999255583;"HRV_PS_VL_1824"
"2011";"Apr";0.139015318464335;"HRV_PS_VL_1824"
"2011";"May";0.126915853951947;"HRV_PS_VL_1824"
"2011";"Jun";0.119866404240503;"HRV_PS_VL_1824"
"2011";"Jul";0.129958474378549;"HRV_PS_VL_1824"
"2011";"Aug";0.291125655884076;"HRV_PS_VL_1824"
"2011";"Sep";0.291420150477624;"HRV_PS_VL_1824"
"2011";"Oct";0.127293050862562;"HRV_PS_VL_1824"
"2011";"Nov";0.126213690837968;"HRV_PS_VL_1824"
"2011";"Dec";0.138640459694742;"HRV_PS_VL_1824"
"2012";"Jan";0.0903711664800503;"HRV_PS_VL_1824"
"2012";"Feb";0.10704391313022;"HRV_PS_VL_1824"
"2012";"Mar";0.0908055255296725;"HRV_PS_VL_1824"
"2012";"Apr";0.0844037613607449;"HRV_PS_VL_1824"
"2012";"May";0.0794454671358883;"HRV_PS_VL_1824"
"2012";"Jun";0.0955797595739211;"HRV_PS_VL_1824"
"2012";"Jul";0.108441480220442;"HRV_PS_VL_1824"
"2012";"Aug";0.212454900992801;"HRV_PS_VL_1824"
"2012";"Sep";0.112165138740359;"HRV_PS_VL_1824"
"2012";"Oct";0.0903586541757111;"HRV_PS_VL_1824"
"2012";"Nov";0.0981731690965663;"HRV_PS_VL_1824"
"2012";"Dec";0.0880805259902722;"HRV_PS_VL_1824"
"2013";"Jan";0.109050519513111;"HRV_PS_VL_1824"
"2013";"Feb";0.15762631639576;"HRV_PS_VL_1824"
"2013";"Mar";0.15823784038347;"HRV_PS_VL_1824"
"2013";"Apr";0.144754451777969;"HRV_PS_VL_1824"
"2013";"May";0.146481787736086;"HRV_PS_VL_1824"
"2013";"Jun";0.144509821917345;"HRV_PS_VL_1824"
"2013";"Jul";0.158411826875307;"HRV_PS_VL_1824"
"2013";"Aug";0.313816893757151;"HRV_PS_VL_1824"
"2013";"Sep";0.127866985983624;"HRV_PS_VL_1824"
"2013";"Oct";0.120825905569933;"HRV_PS_VL_1824"
"2013";"Nov";0.130090242758584;"HRV_PS_VL_1824"
"2013";"Dec";0.124851608387558;"HRV_PS_VL_1824"
"2014";"Jan";0.109050519513111;"HRV_PS_VL_1824"
"2014";"Feb";0.15762631639576;"HRV_PS_VL_1824"
"2014";"Mar";0.15823784038347;"HRV_PS_VL_1824"
"2014";"Apr";0.144754451777969;"HRV_PS_VL_1824"
"2014";"May";0.146481787736086;"HRV_PS_VL_1824"
"2014";"Jun";0.144509821917345;"HRV_PS_VL_1824"
"2014";"Jul";0.158411826875307;"HRV_PS_VL_1824"
"2014";"Aug";0.313816893757151;"HRV_PS_VL_1824"
"2014";"Sep";0.127866985983624;"HRV_PS_VL_1824"
"2014";"Oct";0.120825905569933;"HRV_PS_VL_1824"
"2014";"Nov";0.130090242758584;"HRV_PS_VL_1824"
"2014";"Dec";0.124851608387558;"HRV_PS_VL_1824"
"";"seed";0.147242702823167;"HRV_PS_VL_2440"
"2008";"Jan";0.147242702823167;"HRV_PS_VL_2440"
"2008";"Feb";0.147254491098246;"HRV_PS_VL_2440"
"2008";"Mar";0.174961049735997;"HRV_PS_VL_2440"
"2008";"Apr";0.136457702349036;"HRV_PS_VL_2440"
"2008";"May";0.150752043686417;"HRV_PS_VL_2440"
"2008";"Jun";0.222555380542042;"HRV_PS_VL_2440"
"2008";"Jul";0.117964178124551;"HRV_PS_VL_2440"
"2008";"Aug";0.362248076098533;"HRV_PS_VL_2440"
"2008";"Sep";0.165776710000966;"HRV_PS_VL_2440"
"2008";"Oct";0.150584855075349;"HRV_PS_VL_2440"
"2008";"Nov";0.208619793879006;"HRV_PS_VL_2440"
"2008";"Dec";0.233178912150719;"HRV_PS_VL_2440"
"2009";"Jan";0.135615095666045;"HRV_PS_VL_2440"
"2009";"Feb";0.157820332040107;"HRV_PS_VL_2440"
"2009";"Mar";0.120642638955474;"HRV_PS_VL_2440"
"2009";"Apr";0.142857704915426;"HRV_PS_VL_2440"
"2009";"May";0.141495848768723;"HRV_PS_VL_2440"
"2009";"Jun";0.131622938228731;"HRV_PS_VL_2440"
"2009";"Jul";0.146033037663681;"HRV_PS_VL_2440"
"2009";"Aug";0.353909342877615;"HRV_PS_VL_2440"
"2009";"Sep";0.155129884785067;"HRV_PS_VL_2440"
"2009";"Oct";0.156083320885128;"HRV_PS_VL_2440"
"2009";"Nov";0.145812910959017;"HRV_PS_VL_2440"
"2009";"Dec";0.186477538916655;"HRV_PS_VL_2440"
"2010";"Jan";0.126920199162669;"HRV_PS_VL_2440"
"2010";"Feb";0.159236169362957;"HRV_PS_VL_2440"
"2010";"Mar";0.12387789038202;"HRV_PS_VL_2440"
"2010";"Apr";0.134787966507333;"HRV_PS_VL_2440"
"2010";"May";0.138285700940407;"HRV_PS_VL_2440"
"2010";"Jun";0.146451065685863;"HRV_PS_VL_2440"
"2010";"Jul";0.13683659815273;"HRV_PS_VL_2440"
"2010";"Aug";0.403402520099501;"HRV_PS_VL_2440"
"2010";"Sep";0.153037496359185;"HRV_PS_VL_2440"
"2010";"Oct";0.159233999404887;"HRV_PS_VL_2440"
"2010";"Nov";0.141353833795142;"HRV_PS_VL_2440"
"2010";"Dec";0.184082258315102;"HRV_PS_VL_2440"
"2011";"Jan";0.194337305991701;"HRV_PS_VL_2440"
"2011";"Feb";0.236985311004662;"HRV_PS_VL_2440"
"2011";"Mar";0.242668671205034;"HRV_PS_VL_2440"
"2011";"Apr";0.233173869767365;"HRV_PS_VL_2440"
"2011";"May";0.212879135391094;"HRV_PS_VL_2440"
"2011";"Jun";0.201054917117123;"HRV_PS_VL_2440"
"2011";"Jul";0.217982598713995;"HRV_PS_VL_2440"
"2011";"Aug";0.488312342272323;"HRV_PS_VL_2440"
"2011";"Sep";0.48880630541798;"HRV_PS_VL_2440"
"2011";"Oct";0.213511817201156;"HRV_PS_VL_2440"
"2011";"Nov";0.211701379642282;"HRV_PS_VL_2440"
"2011";"Dec";0.232545109779704;"HRV_PS_VL_2440"
"2012";"Jan";0.146665676246858;"HRV_PS_VL_2440"
"2012";"Feb";0.173724302992363;"HRV_PS_VL_2440"
"2012";"Mar";0.14737060865205;"HRV_PS_VL_2440"
"2012";"Apr";0.136981021933415;"HRV_PS_VL_2440"
"2012";"May";0.128934079486567;"HRV_PS_VL_2440"
"2012";"Jun";0.155118835126642;"HRV_PS_VL_2440"
"2012";"Jul";0.17599245034922;"HRV_PS_VL_2440"
"2012";"Aug";0.344798489825259;"HRV_PS_VL_2440"
"2012";"Sep";0.182035670949417;"HRV_PS_VL_2440"
"2012";"Oct";0.146645369708292;"HRV_PS_VL_2440"
"2012";"Nov";0.159327745736507;"HRV_PS_VL_2440"
"2012";"Dec";0.142948137240145;"HRV_PS_VL_2440"
"2013";"Jan";0.1803009609749;"HRV_PS_VL_2440"
"2013";"Feb";0.260614772382374;"HRV_PS_VL_2440"
"2013";"Mar";0.261625848378487;"HRV_PS_VL_2440"
"2013";"Apr";0.239332805359306;"HRV_PS_VL_2440"
"2013";"May";0.242188732452231;"HRV_PS_VL_2440"
"2013";"Jun";0.238928341454406;"HRV_PS_VL_2440"
"2013";"Jul";0.261913512589669;"HRV_PS_VL_2440"
"2013";"Aug";0.518855735554469;"HRV_PS_VL_2440"
"2013";"Sep";0.211411560006733;"HRV_PS_VL_2440"
"2013";"Oct";0.199770042198673;"HRV_PS_VL_2440"
"2013";"Nov";0.215087428171405;"HRV_PS_VL_2440"
"2013";"Dec";0.206426022288065;"HRV_PS_VL_2440"
"2014";"Jan";0.1803009609749;"HRV_PS_VL_2440"
"2014";"Feb";0.260614772382374;"HRV_PS_VL_2440"
"2014";"Mar";0.261625848378487;"HRV_PS_VL_2440"
"2014";"Apr";0.239332805359306;"HRV_PS_VL_2440"
"2014";"May";0.242188732452231;"HRV_PS_VL_2440"
"2014";"Jun";0.238928341454406;"HRV_PS_VL_2440"
"2014";"Jul";0.261913512589669;"HRV_PS_VL_2440"
"2014";"Aug";0.518855735554469;"HRV_PS_VL_2440"
"2014";"Sep";0.211411560006733;"HRV_PS_VL_2440"
"2014";"Oct";0.199770042198673;"HRV_PS_VL_2440"
"2014";"Nov";0.215087428171405;"HRV_PS_VL_2440"
"2014";"Dec";0.206426022288065;"HRV_PS_VL_2440"
"";"seed";0.00237407645476447;"SVN_PS_VL1218"
"2008";"Jan";0.00237407645476447;"SVN_PS_VL1218"
"2008";"Feb";0.0023742665237171;"SVN_PS_VL1218"
"2008";"Mar";0.00282099486572147;"SVN_PS_VL1218"
"2008";"Apr";0.00220018385975412;"SVN_PS_VL1218"
"2008";"May";0.00243065952037955;"SVN_PS_VL1218"
"2008";"Jun";0.0035883848822074;"SVN_PS_VL1218"
"2008";"Jul";0.00190200242471422;"SVN_PS_VL1218"
"2008";"Aug";0.00584072834687155;"SVN_PS_VL1218"
"2008";"Sep";0.00267291061910396;"SVN_PS_VL1218"
"2008";"Oct";0.00242796384488982;"SVN_PS_VL1218"
"2008";"Nov";0.00336369362385841;"SVN_PS_VL1218"
"2008";"Dec";0.00375967402438578;"SVN_PS_VL1218"
"2009";"Jan";0.00215783733488317;"SVN_PS_VL1218"
"2009";"Feb";0.00251115558343456;"SVN_PS_VL1218"
"2009";"Mar";0.00191960333942478;"SVN_PS_VL1218"
"2009";"Apr";0.00227307799126827;"SVN_PS_VL1218"
"2009";"May";0.00225140883988315;"SVN_PS_VL1218"
"2009";"Jun";0.00209431618834221;"SVN_PS_VL1218"
"2009";"Jul";0.00232360224538033;"SVN_PS_VL1218"
"2009";"Aug";0.00563122261186808;"SVN_PS_VL1218"
"2009";"Sep";0.00246834657676795;"SVN_PS_VL1218"
"2009";"Oct";0.0024835171593866;"SVN_PS_VL1218"
"2009";"Nov";0.00232009970298712;"SVN_PS_VL1218"
"2009";"Dec";0.00296713425312456;"SVN_PS_VL1218"
"2010";"Jan";0.00104619547718097;"SVN_PS_VL1218"
"2010";"Feb";0.00131257405275289;"SVN_PS_VL1218"
"2010";"Mar";0.00102111791106067;"SVN_PS_VL1218"
"2010";"Apr";0.00111104900456119;"SVN_PS_VL1218"
"2010";"May";0.00113988061661667;"SVN_PS_VL1218"
"2010";"Jun";0.00120718722125948;"SVN_PS_VL1218"
"2010";"Jul";0.001127935750532;"SVN_PS_VL1218"
"2010";"Aug";0.00332522242161464;"SVN_PS_VL1218"
"2010";"Sep";0.00126147876844154;"SVN_PS_VL1218"
"2010";"Oct";0.00131255616592058;"SVN_PS_VL1218"
"2010";"Nov";0.00116517104900797;"SVN_PS_VL1218"
"2010";"Dec";0.00151737885182238;"SVN_PS_VL1218"
"2011";"Jan";0.00187662537574156;"SVN_PS_VL1218"
"2011";"Feb";0.00228845741192041;"SVN_PS_VL1218"
"2011";"Mar";0.00234333898968578;"SVN_PS_VL1218"
"2011";"Apr";0.00225165208878618;"SVN_PS_VL1218"
"2011";"May";0.00205567523642583;"SVN_PS_VL1218"
"2011";"Jun";0.00194149423577849;"SVN_PS_VL1218"
"2011";"Jul";0.0021049570185677;"SVN_PS_VL1218"
"2011";"Aug";0.00471540617546262;"SVN_PS_VL1218"
"2011";"Sep";0.00472017614882976;"SVN_PS_VL1218"
"2011";"Oct";0.00206178475170121;"SVN_PS_VL1218"
"2011";"Nov";0.00204430219452136;"SVN_PS_VL1218"
"2011";"Dec";0.00224558044473373;"SVN_PS_VL1218"
"2012";"Jan";0.00136922570330445;"SVN_PS_VL1218"
"2012";"Feb";0.00162183673121604;"SVN_PS_VL1218"
"2012";"Mar";0.00137580673571081;"SVN_PS_VL1218"
"2012";"Apr";0.00127881274539285;"SVN_PS_VL1218"
"2012";"May";0.00120368896242477;"SVN_PS_VL1218"
"2012";"Jun";0.00144814179811614;"SVN_PS_VL1218"
"2012";"Jul";0.00164301145825077;"SVN_PS_VL1218"
"2012";"Aug";0.00321893279198253;"SVN_PS_VL1218"
"2012";"Sep";0.00169942910952591;"SVN_PS_VL1218"
"2012";"Oct";0.00136903612769781;"SVN_PS_VL1218"
"2012";"Nov";0.00148743489475204;"SVN_PS_VL1218"
"2012";"Dec";0.00133451990102485;"SVN_PS_VL1218"
"2013";"Jan";0.000753961776232172;"SVN_PS_VL1218"
"2013";"Feb";0.00108980881541232;"SVN_PS_VL1218"
"2013";"Mar";0.00109403681647129;"SVN_PS_VL1218"
"2013";"Apr";0.0010008143387791;"SVN_PS_VL1218"
"2013";"May";0.00101275692550814;"SVN_PS_VL1218"
"2013";"Jun";0.000999122998242085;"SVN_PS_VL1218"
"2013";"Jul";0.00109523973751202;"SVN_PS_VL1218"
"2013";"Aug";0.00216969110908598;"SVN_PS_VL1218"
"2013";"Sep";0.000884056493303332;"SVN_PS_VL1218"
"2013";"Oct";0.000835375335992;"SVN_PS_VL1218"
"2013";"Nov";0.000899427815095773;"SVN_PS_VL1218"
"2013";"Dec";0.000863208546328924;"SVN_PS_VL1218"
"2014";"Jan";0.000753961776232172;"SVN_PS_VL1218"
"2014";"Feb";0.00108980881541232;"SVN_PS_VL1218"
"2014";"Mar";0.00109403681647129;"SVN_PS_VL1218"
"2014";"Apr";0.0010008143387791;"SVN_PS_VL1218"
"2014";"May";0.00101275692550814;"SVN_PS_VL1218"
"2014";"Jun";0.000999122998242085;"SVN_PS_VL1218"
"2014";"Jul";0.00109523973751202;"SVN_PS_VL1218"
"2014";"Aug";0.00216969110908598;"SVN_PS_VL1218"
"2014";"Sep";0.000884056493303332;"SVN_PS_VL1218"
"2014";"Oct";0.000835375335992;"SVN_PS_VL1218"
"2014";"Nov";0.000899427815095773;"SVN_PS_VL1218"
"2014";"Dec";0.000863208546328924;"SVN_PS_VL1218"
