"year";"month";"PRODUCTION";"fleet_segment"
"2013";"Jul";"258755";"HRV_PS_VL_1824"
"2013";"Aug";"258755";"HRV_PS_VL_1824"
"2013";"Sep";"258755";"HRV_PS_VL_1824"
"2013";"Oct";"258755";"HRV_PS_VL_1824"
"2013";"Nov";"258755";"HRV_PS_VL_1824"
"2013";"Dec";"258755";"HRV_PS_VL_1824"
"2014";"Jan";"258755";"HRV_PS_VL_1824"
"2014";"Feb";"258755";"HRV_PS_VL_1824"
"2014";"Mar";"258755";"HRV_PS_VL_1824"
"2014";"Apr";"258755";"HRV_PS_VL_1824"
"2014";"May";"258755";"HRV_PS_VL_1824"
"2014";"Jun";"258755";"HRV_PS_VL_1824"
"2014";"Jul";"258755";"HRV_PS_VL_1824"
"2014";"Aug";"258755";"HRV_PS_VL_1824"
"2014";"Sep";"258755";"HRV_PS_VL_1824"
"2014";"Oct";"258755";"HRV_PS_VL_1824"
"2014";"Nov";"258755";"HRV_PS_VL_1824"
"2014";"Dec";"258755";"HRV_PS_VL_1824"
"";"seed";"518682";"HRV_PS_VL_2440"
"2008";"Jan";"518682";"HRV_PS_VL_2440"
"2008";"Feb";"518682";"HRV_PS_VL_2440"
"2008";"Mar";"518682";"HRV_PS_VL_2440"
"2008";"Apr";"518682";"HRV_PS_VL_2440"
"2008";"May";"518682";"HRV_PS_VL_2440"
"2008";"Jun";"518682";"HRV_PS_VL_2440"
"2008";"Jul";"518682";"HRV_PS_VL_2440"
"2008";"Aug";"518682";"HRV_PS_VL_2440"
"2008";"Sep";"518682";"HRV_PS_VL_2440"
"2008";"Oct";"518682";"HRV_PS_VL_2440"
"2008";"Nov";"518682";"HRV_PS_VL_2440"
"2008";"Dec";"518682";"HRV_PS_VL_2440"
"2009";"Jan";"518682";"HRV_PS_VL_2440"
"2009";"Feb";"518682";"HRV_PS_VL_2440"
"2009";"Mar";"518682";"HRV_PS_VL_2440"
"2009";"Apr";"518682";"HRV_PS_VL_2440"
"2009";"May";"518682";"HRV_PS_VL_2440"
"2009";"Jun";"518682";"HRV_PS_VL_2440"
"2009";"Jul";"518682";"HRV_PS_VL_2440"
"2009";"Aug";"518682";"HRV_PS_VL_2440"
"2009";"Sep";"518682";"HRV_PS_VL_2440"
"2009";"Oct";"518682";"HRV_PS_VL_2440"
"2009";"Nov";"518682";"HRV_PS_VL_2440"
"2009";"Dec";"518682";"HRV_PS_VL_2440"
"2010";"Jan";"514137";"HRV_PS_VL_2440"
"2010";"Feb";"514137";"HRV_PS_VL_2440"
"2010";"Mar";"514137";"HRV_PS_VL_2440"
"2010";"Apr";"514137";"HRV_PS_VL_2440"
"2010";"May";"514137";"HRV_PS_VL_2440"
"2010";"Jun";"514137";"HRV_PS_VL_2440"
"2010";"Jul";"514137";"HRV_PS_VL_2440"
"2010";"Aug";"514137";"HRV_PS_VL_2440"
"2010";"Sep";"514137";"HRV_PS_VL_2440"
"2010";"Oct";"514137";"HRV_PS_VL_2440"
"2010";"Nov";"514137";"HRV_PS_VL_2440"
"2010";"Dec";"514137";"HRV_PS_VL_2440"
"2011";"Jan";"660071";"HRV_PS_VL_2440"
"2011";"Feb";"660071";"HRV_PS_VL_2440"
"2011";"Mar";"660071";"HRV_PS_VL_2440"
"2011";"Apr";"660071";"HRV_PS_VL_2440"
"2011";"May";"660071";"HRV_PS_VL_2440"
"2011";"Jun";"660071";"HRV_PS_VL_2440"
"2011";"Jul";"660071";"HRV_PS_VL_2440"
"2011";"Aug";"660071";"HRV_PS_VL_2440"
"2011";"Sep";"660071";"HRV_PS_VL_2440"
"2011";"Oct";"660071";"HRV_PS_VL_2440"
"2011";"Nov";"660071";"HRV_PS_VL_2440"
"2011";"Dec";"660071";"HRV_PS_VL_2440"
"2012";"Jan";"387652";"HRV_PS_VL_2440"
"2012";"Feb";"387652";"HRV_PS_VL_2440"
"2012";"Mar";"387652";"HRV_PS_VL_2440"
"2012";"Apr";"387652";"HRV_PS_VL_2440"
"2012";"May";"387652";"HRV_PS_VL_2440"
"2012";"Jun";"387652";"HRV_PS_VL_2440"
"2012";"Jul";"387652";"HRV_PS_VL_2440"
"2012";"Aug";"387652";"HRV_PS_VL_2440"
"2012";"Sep";"387652";"HRV_PS_VL_2440"
"2012";"Oct";"387652";"HRV_PS_VL_2440"
"2012";"Nov";"387652";"HRV_PS_VL_2440"
"2012";"Dec";"387652";"HRV_PS_VL_2440"
"2013";"Jan";"427818";"HRV_PS_VL_2440"
"2013";"Feb";"427818";"HRV_PS_VL_2440"
"2013";"Mar";"427818";"HRV_PS_VL_2440"
"2013";"Apr";"427818";"HRV_PS_VL_2440"
"2013";"May";"427818";"HRV_PS_VL_2440"
"2013";"Jun";"427818";"HRV_PS_VL_2440"
"2013";"Jul";"427818";"HRV_PS_VL_2440"
"2013";"Aug";"427818";"HRV_PS_VL_2440"
"2013";"Sep";"427818";"HRV_PS_VL_2440"
"2013";"Oct";"427818";"HRV_PS_VL_2440"
"2013";"Nov";"427818";"HRV_PS_VL_2440"
"2013";"Dec";"427818";"HRV_PS_VL_2440"
"2014";"Jan";"427818";"HRV_PS_VL_2440"
"2014";"Feb";"427818";"HRV_PS_VL_2440"
"2014";"Mar";"427818";"HRV_PS_VL_2440"
"2014";"Apr";"427818";"HRV_PS_VL_2440"
"2014";"May";"427818";"HRV_PS_VL_2440"
"2014";"Jun";"427818";"HRV_PS_VL_2440"
"2014";"Jul";"427818";"HRV_PS_VL_2440"
"2014";"Aug";"427818";"HRV_PS_VL_2440"
"2014";"Sep";"427818";"HRV_PS_VL_2440"
"2014";"Oct";"427818";"HRV_PS_VL_2440"
"2014";"Nov";"427818";"HRV_PS_VL_2440"
"2014";"Dec";"427818";"HRV_PS_VL_2440"
"";"seed";"8363";"SVN_PS_VL1218"
"2008";"Jan";"8363";"SVN_PS_VL1218"
"2008";"Feb";"8363";"SVN_PS_VL1218"
"2008";"Mar";"8363";"SVN_PS_VL1218"
"2008";"Apr";"8363";"SVN_PS_VL1218"
"2008";"May";"8363";"SVN_PS_VL1218"
"2008";"Jun";"8363";"SVN_PS_VL1218"
"2008";"Jul";"8363";"SVN_PS_VL1218"
"2008";"Aug";"8363";"SVN_PS_VL1218"
"2008";"Sep";"8363";"SVN_PS_VL1218"
"2008";"Oct";"8363";"SVN_PS_VL1218"
"2008";"Nov";"8363";"SVN_PS_VL1218"
"2008";"Dec";"8363";"SVN_PS_VL1218"
"2009";"Jan";"8253";"SVN_PS_VL1218"
"2009";"Feb";"8253";"SVN_PS_VL1218"
"2009";"Mar";"8253";"SVN_PS_VL1218"
"2009";"Apr";"8253";"SVN_PS_VL1218"
"2009";"May";"8253";"SVN_PS_VL1218"
"2009";"Jun";"8253";"SVN_PS_VL1218"
"2009";"Jul";"8253";"SVN_PS_VL1218"
"2009";"Aug";"8253";"SVN_PS_VL1218"
"2009";"Sep";"8253";"SVN_PS_VL1218"
"2009";"Oct";"8253";"SVN_PS_VL1218"
"2009";"Nov";"8253";"SVN_PS_VL1218"
"2009";"Dec";"8253";"SVN_PS_VL1218"
"2010";"Jan";"4238";"SVN_PS_VL1218"
"2010";"Feb";"4238";"SVN_PS_VL1218"
"2010";"Mar";"4238";"SVN_PS_VL1218"
"2010";"Apr";"4238";"SVN_PS_VL1218"
"2010";"May";"4238";"SVN_PS_VL1218"
"2010";"Jun";"4238";"SVN_PS_VL1218"
"2010";"Jul";"4238";"SVN_PS_VL1218"
"2010";"Aug";"4238";"SVN_PS_VL1218"
"2010";"Sep";"4238";"SVN_PS_VL1218"
"2010";"Oct";"4238";"SVN_PS_VL1218"
"2010";"Nov";"4238";"SVN_PS_VL1218"
"2010";"Dec";"4238";"SVN_PS_VL1218"
"2011";"Jan";"6374";"SVN_PS_VL1218"
"2011";"Feb";"6374";"SVN_PS_VL1218"
"2011";"Mar";"6374";"SVN_PS_VL1218"
"2011";"Apr";"6374";"SVN_PS_VL1218"
"2011";"May";"6374";"SVN_PS_VL1218"
"2011";"Jun";"6374";"SVN_PS_VL1218"
"2011";"Jul";"6374";"SVN_PS_VL1218"
"2011";"Aug";"6374";"SVN_PS_VL1218"
"2011";"Sep";"6374";"SVN_PS_VL1218"
"2011";"Oct";"6374";"SVN_PS_VL1218"
"2011";"Nov";"6374";"SVN_PS_VL1218"
"2011";"Dec";"6374";"SVN_PS_VL1218"
"2012";"Jan";"3619";"SVN_PS_VL1218"
"2012";"Feb";"3619";"SVN_PS_VL1218"
"2012";"Mar";"3619";"SVN_PS_VL1218"
"2012";"Apr";"3619";"SVN_PS_VL1218"
"2012";"May";"3619";"SVN_PS_VL1218"
"2012";"Jun";"3619";"SVN_PS_VL1218"
"2012";"Jul";"3619";"SVN_PS_VL1218"
"2012";"Aug";"3619";"SVN_PS_VL1218"
"2012";"Sep";"3619";"SVN_PS_VL1218"
"2012";"Oct";"3619";"SVN_PS_VL1218"
"2012";"Nov";"3619";"SVN_PS_VL1218"
"2012";"Dec";"3619";"SVN_PS_VL1218"
"2013";"Jan";"1789";"SVN_PS_VL1218"
"2013";"Feb";"1789";"SVN_PS_VL1218"
"2013";"Mar";"1789";"SVN_PS_VL1218"
"2013";"Apr";"1789";"SVN_PS_VL1218"
"2013";"May";"1789";"SVN_PS_VL1218"
"2013";"Jun";"1789";"SVN_PS_VL1218"
"2013";"Jul";"1789";"SVN_PS_VL1218"
"2013";"Aug";"1789";"SVN_PS_VL1218"
"2013";"Sep";"1789";"SVN_PS_VL1218"
"2013";"Oct";"1789";"SVN_PS_VL1218"
"2013";"Nov";"1789";"SVN_PS_VL1218"
"2013";"Dec";"1789";"SVN_PS_VL1218"
"2014";"Jan";"1789";"SVN_PS_VL1218"
"2014";"Feb";"1789";"SVN_PS_VL1218"
"2014";"Mar";"1789";"SVN_PS_VL1218"
"2014";"Apr";"1789";"SVN_PS_VL1218"
"2014";"May";"1789";"SVN_PS_VL1218"
"2014";"Jun";"1789";"SVN_PS_VL1218"
"2014";"Jul";"1789";"SVN_PS_VL1218"
"2014";"Aug";"1789";"SVN_PS_VL1218"
"2014";"Sep";"1789";"SVN_PS_VL1218"
"2014";"Oct";"1789";"SVN_PS_VL1218"
"2014";"Nov";"1789";"SVN_PS_VL1218"
"2014";"Dec";"1789";"SVN_PS_VL1218"
