year;month;L50;L75_L25;discard;fleet_segment
2014;Jun;1;1;YES;HRV_PS_2440
2014;Jul;1;1;YES;HRV_PS_2440
2014;Aug;1;1;YES;HRV_PS_2440
2014;Set;1;1;YES;HRV_PS_2440
2014;Oct;1;1;YES;HRV_PS_2440
2014;Nov;1;1;YES;HRV_PS_2440
2014;Dec;1;1;YES;HRV_PS_2440
;seed;1;1;YES;SVN_PS_1218
2008;Jan;1;1;YES;SVN_PS_1218
2008;Feb;1;1;YES;SVN_PS_1218
2008;Mar;1;1;YES;SVN_PS_1218
2008;Apr;1;1;YES;SVN_PS_1218
2008;May;1;1;YES;SVN_PS_1218
2008;Jun;1;1;YES;SVN_PS_1218
2008;Jul;1;1;YES;SVN_PS_1218
2008;Aug;1;1;YES;SVN_PS_1218
2008;Set;1;1;YES;SVN_PS_1218
2008;Oct;1;1;YES;SVN_PS_1218
2008;Nov;1;1;YES;SVN_PS_1218
2008;Dec;1;1;YES;SVN_PS_1218
2009;Jan;1;1;YES;SVN_PS_1218
2009;Feb;1;1;YES;SVN_PS_1218
2009;Mar;1;1;YES;SVN_PS_1218
2009;Apr;1;1;YES;SVN_PS_1218
2009;May;1;1;YES;SVN_PS_1218
2009;Jun;1;1;YES;SVN_PS_1218
2009;Jul;1;1;YES;SVN_PS_1218
2009;Aug;1;1;YES;SVN_PS_1218
2009;Set;1;1;YES;SVN_PS_1218
2009;Oct;1;1;YES;SVN_PS_1218
2009;Nov;1;1;YES;SVN_PS_1218
2009;Dec;1;1;YES;SVN_PS_1218
2010;Jan;1;1;YES;SVN_PS_1218
2010;Feb;1;1;YES;SVN_PS_1218
2010;Mar;1;1;YES;SVN_PS_1218
2010;Apr;1;1;YES;SVN_PS_1218
2010;May;1;1;YES;SVN_PS_1218
2010;Jun;1;1;YES;SVN_PS_1218
2010;Jul;1;1;YES;SVN_PS_1218
2010;Aug;1;1;YES;SVN_PS_1218
2010;Set;1;1;YES;SVN_PS_1218
2010;Oct;1;1;YES;SVN_PS_1218
2010;Nov;1;1;YES;SVN_PS_1218
2010;Dec;1;1;YES;SVN_PS_1218
2011;Jan;1;1;YES;SVN_PS_1218
2011;Feb;1;1;YES;SVN_PS_1218
2011;Mar;1;1;YES;SVN_PS_1218
2011;Apr;1;1;YES;SVN_PS_1218
2011;May;1;1;YES;SVN_PS_1218
2011;Jun;1;1;YES;SVN_PS_1218
2011;Jul;1;1;YES;SVN_PS_1218
2011;Aug;1;1;YES;SVN_PS_1218
2011;Set;1;1;YES;SVN_PS_1218
2011;Oct;1;1;YES;SVN_PS_1218
2011;Nov;1;1;YES;SVN_PS_1218
2011;Dec;1;1;YES;SVN_PS_1218
2012;Jan;1;1;YES;SVN_PS_1218
2012;Feb;1;1;YES;SVN_PS_1218
2012;Mar;1;1;YES;SVN_PS_1218
2012;Apr;1;1;YES;SVN_PS_1218
2012;May;1;1;YES;SVN_PS_1218
2012;Jun;1;1;YES;SVN_PS_1218
2012;Jul;1;1;YES;SVN_PS_1218
2012;Aug;1;1;YES;SVN_PS_1218
2012;Set;1;1;YES;SVN_PS_1218
2012;Oct;1;1;YES;SVN_PS_1218
2012;Nov;1;1;YES;SVN_PS_1218
2012;Dec;1;1;YES;SVN_PS_1218
2013;Jan;1;1;YES;SVN_PS_1218
2013;Feb;1;1;YES;SVN_PS_1218
2013;Mar;1;1;YES;SVN_PS_1218
2013;Apr;1;1;YES;SVN_PS_1218
2013;May;1;1;YES;SVN_PS_1218
2013;Jun;1;1;YES;SVN_PS_1218
2013;Jul;1;1;YES;SVN_PS_1218
2013;Aug;1;1;YES;SVN_PS_1218
2013;Set;1;1;YES;SVN_PS_1218
2013;Oct;1;1;YES;SVN_PS_1218
2013;Nov;1;1;YES;SVN_PS_1218
2013;Dec;1;1;YES;SVN_PS_1218
2014;Jan;1;1;YES;SVN_PS_1218
2014;Feb;1;1;YES;SVN_PS_1218
2014;Mar;1;1;YES;SVN_PS_1218
2014;Apr;1;1;YES;SVN_PS_1218
2014;May;1;1;YES;SVN_PS_1218
2014;Jun;1;1;YES;SVN_PS_1218
2014;Jul;1;1;YES;SVN_PS_1218
2014;Aug;1;1;YES;SVN_PS_1218
2014;Set;1;1;YES;SVN_PS_1218
2014;Oct;1;1;YES;SVN_PS_1218
2014;Nov;1;1;YES;SVN_PS_1218
2014;Dec;1;1;YES;SVN_PS_1218
